StationID,ActivityStartDate,ActivityStartTime/Time,NitrateNitrite_units,NitrateNitrite,Depth_m,Source
CW-174,7/6/2000,10:45:00 AM,mg/L,0.62,0.3,DHEC
CW-016,4/27/2000,3:00:00 PM,mg/L,0.37,0.3,DHEC
CW-175,7/6/2000,10:55:00 AM,mg/L,0.6,0.3,DHEC
CW-208,6/1/2000,11:15:00 AM,mg/L,0.06,0.3,DHEC
CW-036,6/14/2000,11:15:00 AM,mg/L,7.6,0.3,DHEC
CW-206,11/15/2000,1:05:00 PM,mg/L,0.2,0.3,DHEC
CW-057,7/20/2000,2:15:00 PM,mg/L,0.19,0.3,DHEC
CW-222,8/1/2000,9:45:00 AM,mg/L,0.29,0.3,DHEC
CW-041,3/9/2000,12:45:00 PM,mg/L,0.92,0.3,DHEC
CW-088,6/5/2000,11:15:00 AM,mg/L,1.58,0.3,DHEC
CW-151,7/18/2000,1:35:00 PM,mg/L,0.03,0.3,DHEC
CW-002,2/3/2000,10:45:00 AM,mg/L,0.33,0.3,DHEC
CW-131,9/6/2000,10:20:00 AM,mg/L,0.2,0.3,DHEC
CW-083,7/18/2000,10:30:00 AM,mg/L,0.24,0.3,DHEC
CW-040,6/7/2000,11:25:00 AM,mg/L,0.05,0.3,DHEC
CW-174,9/5/2000,10:30:00 AM,mg/L,0.56,0.3,DHEC
CW-013,7/26/2000,1:45:00 PM,mg/L,6.5,0.3,DHEC
CW-016F,7/20/2000,1:55:00 PM,mg/L,0.39,0.3,DHEC
CW-209,4/12/2000,10:00:00 AM,mg/L,0.38,0.3,DHEC
CW-208,12/6/2000,11:40:00 AM,mg/L,0.55,0.3,DHEC
CW-206,3/23/2000,9:45:00 AM,mg/L,0.36,0.3,DHEC
CW-029,3/2/2000,2:30:00 PM,mg/L,0.18,0.3,DHEC
CW-222,7/6/2000,10:40:00 AM,mg/L,0.24,0.3,DHEC
CW-002,9/13/2000,10:50:00 AM,mg/L,3.8,0.3,DHEC
CW-221,5/25/2000,12:30:00 PM,mg/L,0.11,0.3,DHEC
CW-047,8/16/2000,2:05:00 PM,mg/L,0.07,0.3,DHEC
CW-009,5/30/2000,2:00:00 PM,mg/L,0.07,0.3,DHEC
CW-155,7/11/2000,10:55:00 AM,mg/L,0.16,0.3,DHEC
CW-212,5/30/2000,10:20:00 AM,mg/L,0.3,0.3,DHEC
CW-224,9/12/2000,10:40:00 AM,mg/L,1.08,0.3,DHEC
CW-009,8/30/2000,1:05:00 PM,mg/L,0.11,0.3,DHEC
CW-083,8/16/2000,10:20:00 AM,mg/L,0.14,0.3,DHEC
CW-222,5/25/2000,10:30:00 AM,mg/L,0.43,0.3,DHEC
CW-029,4/26/2000,1:55:00 PM,mg/L,0.13,0.3,DHEC
CW-019,9/14/2000,1:45:00 PM,mg/L,0.32,0.3,DHEC
CW-228,7/13/2000,12:45:00 PM,mg/L,0.27,0.3,DHEC
CW-005,6/22/2000,10:15:00 AM,mg/L,5.7,0.3,DHEC
CW-212,9/26/2000,10:25:00 AM,mg/L,0.32,0.3,DHEC
CW-057,5/4/2000,1:50:00 PM,mg/L,0.51,0.3,DHEC
CW-029,2/3/2000,1:50:00 PM,mg/L,0.18,0.3,DHEC
CW-174,5/25/2000,10:05:00 AM,mg/L,0.61,0.3,DHEC
CW-228,11/6/2000,9:50:00 AM,mg/L,0.02,0.3,DHEC
CW-154,8/3/2000,10:30:00 AM,mg/L,0.22,0.3,DHEC
CW-080,7/18/2000,11:15:00 AM,mg/L,0.16,0.3,DHEC
CW-005,5/15/2000,10:00:00 AM,mg/L,3,0.3,DHEC
CW-047,9/6/2000,10:35:00 AM,mg/L,0.11,0.3,DHEC
CW-227,5/25/2000,2:45:00 PM,mg/L,0.18,0.3,DHEC
CW-154,5/17/2000,10:20:00 AM,mg/L,0.43,0.3,DHEC
CW-155,10/30/2000,11:35:00 AM,mg/L,0.06,0.3,DHEC
CW-016F,5/4/2000,2:20:00 PM,mg/L,0.43,0.3,DHEC
CW-208,5/9/2000,11:00:00 AM,mg/L,0.06,0.3,DHEC
CW-228,2/3/2000,10:15:00 AM,mg/L,0.03,0.3,DHEC
CW-064,5/8/2000,10:10:00 AM,mg/L,6.6,0.3,DHEC
CW-057,2/17/2000,1:40:00 PM,mg/L,0.47,0.3,DHEC
CW-016,2/17/2000,3:15:00 PM,mg/L,0.51,0.3,DHEC
CW-083,9/6/2000,2:40:00 PM,mg/L,0.24,0.3,DHEC
CW-040,7/13/2000,9:35:00 AM,mg/L,0.06,0.3,DHEC
CW-088,7/6/2000,11:30:00 AM,mg/L,0.28,0.3,DHEC
CW-011,7/26/2000,1:30:00 PM,mg/L,0.24,0.3,DHEC
CW-057,6/1/2000,2:05:00 PM,mg/L,0.34,0.3,DHEC
CW-014,4/6/2000,10:40:00 AM,mg/L,0.26,0.3,DHEC
CW-029,10/31/2000,11:10:00 AM,mg/L,0.02,0.3,DHEC
CW-222,11/16/2000,11:15:00 AM,mg/L,0.34,0.3,DHEC
CW-175,10/12/2000,10:15:00 AM,mg/L,0.47,0.3,DHEC
CW-175,8/1/2000,10:35:00 AM,mg/L,0.24,0.3,DHEC
CW-014,3/21/2000,2:15:00 PM,mg/L,0.22,0.3,DHEC
CW-013,12/14/2000,11:30:00 AM,mg/L,6.5,0.3,DHEC
CW-209,12/6/2000,10:35:00 AM,mg/L,0.27,0.3,DHEC
CW-014,9/5/2000,1:00:00 PM,mg/L,0.09,0.3,DHEC
CW-029,12/7/2000,12:55:00 PM,mg/L,0.14,0.3,DHEC
CW-176,5/16/2000,1:05:00 PM,mg/L,0.43,0.3,DHEC
CW-064,10/11/2000,1:50:00 PM,mg/L,7.1,0.3,DHEC
CW-221,10/12/2000,11:55:00 AM,mg/L,0.14,0.3,DHEC
CW-096,9/12/2000,10:50:00 AM,mg/L,0.23,0.3,DHEC
CW-036,10/11/2000,2:15:00 PM,mg/L,7.6,0.3,DHEC
CW-014,8/1/2000,1:00:00 PM,mg/L,0.08,0.3,DHEC
CW-041,7/20/2000,1:00:00 PM,mg/L,1.03,0.3,DHEC
CW-014,10/12/2000,12:15:00 PM,mg/L,0.12,0.3,DHEC
CW-223,7/11/2000,11:45:00 AM,mg/L,0.15,0.3,DHEC
CW-019,8/3/2000,11:00:00 AM,mg/L,0.24,0.3,DHEC
CW-013,10/31/2000,1:50:00 PM,mg/L,7.6,0.3,DHEC
CW-222,3/23/2000,10:30:00 AM,mg/L,0.46,0.3,DHEC
CW-016F,11/30/2000,1:20:00 PM,mg/L,0.82,0.3,DHEC
CW-208,10/19/2000,11:10:00 AM,mg/L,0.17,0.3,DHEC
CW-207,9/21/2000,10:30:00 AM,mg/L,0.08,0.3,DHEC
CW-083,10/11/2000,2:30:00 PM,mg/L,0.07,0.3,DHEC
CW-227,7/6/2000,2:10:00 PM,mg/L,0.1,0.3,DHEC
CW-041,12/27/2000,1:30:00 PM,mg/L,0.96,0.3,DHEC
CW-016F,8/17/2000,1:30:00 PM,mg/L,0.43,0.3,DHEC
CW-206,6/6/2000,9:55:00 AM,mg/L,0.36,0.3,DHEC
CW-011,5/30/2000,2:30:00 PM,mg/L,0.2,0.3,DHEC
CW-208,3/9/2000,11:35:00 AM,mg/L,0.4,0.3,DHEC
CW-064,8/16/2000,11:10:00 AM,mg/L,10.3,0.3,DHEC
CW-096,8/1/2000,11:00:00 AM,mg/L,0.26,0.3,DHEC
CW-013,2/1/2000,12:10:00 PM,mg/L,0.12,0.3,DHEC
CW-013,11/1/2000,11:15:00 AM,mg/L,7.7,0.3,DHEC
CW-036,7/18/2000,10:55:00 AM,mg/L,5.1,0.3,DHEC
CW-209,10/19/2000,10:00:00 AM,mg/L,0.19,0.3,DHEC
CW-019,7/11/2000,11:20:00 AM,mg/L,0.15,0.3,DHEC
CW-176,10/12/2000,1:20:00 PM,mg/L,0.14,0.3,DHEC
CW-008,11/6/2000,11:05:00 AM,mg/L,0.12,0.3,DHEC
CW-174,6/5/2000,10:15:00 AM,mg/L,0.48,0.3,DHEC
CW-222,10/26/2000,9:50:00 AM,mg/L,0.38,0.3,DHEC
CW-225,10/12/2000,11:05:00 AM,mg/L,3.1,0.3,DHEC
CW-222,6/6/2000,10:40:00 AM,mg/L,0.44,0.3,DHEC
CW-029,1/5/2000,1:45:00 PM,mg/L,0.02,0.3,DHEC
CW-228,5/9/2000,9:20:00 AM,mg/L,0.09,0.3,DHEC
CW-174,8/1/2000,10:20:00 AM,mg/L,0.71,0.3,DHEC
CW-223,6/20/2000,11:55:00 AM,mg/L,0.16,0.3,DHEC
CW-005,7/17/2000,10:15:00 AM,mg/L,3.7,0.3,DHEC
CW-008,6/21/2000,10:00:00 AM,mg/L,0.63,0.3,DHEC
CW-222,12/11/2000,10:30:00 AM,mg/L,0.54,0.3,DHEC
CW-227,6/5/2000,2:45:00 PM,mg/L,0.26,0.3,DHEC
CW-029,6/29/2000,11:10:00 AM,mg/L,0.09,0.3,DHEC
CW-207,2/3/2000,11:45:00 AM,mg/L,0.46,0.3,DHEC
CW-016,9/21/2000,2:25:00 PM,mg/L,0.5,0.3,DHEC
CW-008,9/13/2000,10:25:00 AM,mg/L,0.61,0.3,DHEC
CW-083,6/14/2000,10:40:00 AM,mg/L,0.33,0.3,DHEC
CW-080,8/3/2000,12:30:00 PM,mg/L,0.14,0.3,DHEC
CW-088,5/25/2000,11:05:00 AM,mg/L,0.29,0.3,DHEC
CW-029,7/26/2000,11:10:00 AM,mg/L,0.16,0.3,DHEC
CW-040,5/18/2000,11:15:00 AM,mg/L,0.03,0.3,DHEC
CW-005,12/7/2000,12:35:00 PM,mg/L,1.92,0.3,DHEC
CW-011,6/29/2000,1:20:00 PM,mg/L,0.07,0.3,DHEC
CW-208,4/12/2000,10:40:00 AM,mg/L,0.17,0.3,DHEC
CW-005,8/31/2000,10:00:00 AM,mg/L,4.6,0.3,DHEC
CW-036,5/8/2000,10:30:00 AM,mg/L,5.1,0.3,DHEC
CW-019,10/30/2000,11:55:00 AM,mg/L,0.31,0.3,DHEC
CW-221,7/6/2000,12:35:00 PM,mg/L,0.14,0.3,DHEC
CW-041,11/16/2000,1:30:00 PM,mg/L,0.73,0.3,DHEC
CW-005,4/26/2000,11:40:00 AM,mg/L,0.66,0.3,DHEC
CW-206,9/7/2000,9:30:00 AM,mg/L,0.22,0.3,DHEC
CW-224,7/27/2000,9:55:00 AM,mg/L,1.8,0.3,DHEC
CW-008,1/5/2000,10:15:00 AM,mg/L,0.86,0.3,DHEC
CW-224,6/6/2000,10:25:00 AM,mg/L,1.65,0.3,DHEC
CW-155,12/28/2000,2:00:00 PM,mg/L,0.13,0.3,DHEC
CW-207,1/6/2000,10:30:00 AM,mg/L,0.56,0.3,DHEC
CW-013,6/29/2000,1:30:00 PM,mg/L,1.44,0.3,DHEC
CW-080,6/7/2000,10:35:00 AM,mg/L,0.19,0.3,DHEC
CW-225,8/1/2000,11:10:00 AM,mg/L,4.8,0.3,DHEC
CW-014,11/1/2000,10:30:00 AM,mg/L,0.11,0.3,DHEC
CW-002,11/6/2000,11:30:00 AM,mg/L,6.1,0.3,DHEC
CW-009,7/26/2000,1:05:00 PM,mg/L,0.17,0.3,DHEC
CW-208,1/6/2000,10:50:00 AM,mg/L,0.57,0.3,DHEC
CW-222,2/24/2000,11:30:00 AM,mg/L,0.47,0.3,DHEC
CW-223,9/14/2000,11:50:00 AM,mg/L,0.15,0.3,DHEC
CW-080,5/9/2000,12:10:00 PM,mg/L,0.12,0.3,DHEC
CW-008,10/18/2000,10:00:00 AM,mg/L,0.51,0.3,DHEC
CW-207,4/12/2000,10:20:00 AM,mg/L,0.51,0.3,DHEC
CW-225,7/27/2000,10:35:00 AM,mg/L,2.3,0.3,DHEC
CW-207,11/8/2000,10:35:00 AM,mg/L,0.13,0.3,DHEC
CW-223,8/3/2000,11:20:00 AM,mg/L,0.1,0.3,DHEC
CW-041,2/17/2000,12:45:00 PM,mg/L,1.06,0.3,DHEC
CW-016,6/1/2000,1:40:00 PM,mg/L,0.83,0.3,DHEC
CW-016,8/17/2000,1:15:00 PM,mg/L,1.04,0.3,DHEC
CW-013,1/6/2000,10:35:00 AM,mg/L,5.5,0.3,DHEC
CW-208,2/3/2000,12:10:00 PM,mg/L,0.33,0.3,DHEC
CW-057,8/17/2000,1:50:00 PM,mg/L,0.29,0.3,DHEC
CW-176,9/12/2000,1:05:00 PM,mg/L,0.28,0.3,DHEC
CW-221,9/5/2000,1:30:00 PM,mg/L,0.38,0.3,DHEC
CW-225,5/16/2000,10:50:00 AM,mg/L,3,0.3,DHEC
CW-083,5/8/2000,11:05:00 AM,mg/L,0.26,0.3,DHEC
CW-005,2/3/2000,11:25:00 AM,mg/L,0.41,0.3,DHEC
CW-175,6/5/2000,10:30:00 AM,mg/L,0.3,0.3,DHEC
CW-064,6/14/2000,11:45:00 AM,mg/L,10.9,0.3,DHEC
CW-008,5/31/2000,10:20:00 AM,mg/L,0.78,0.3,DHEC
CW-185,5/8/2000,11:35:00 AM,mg/L,0.17,0.3,DHEC
CW-175,9/5/2000,10:40:00 AM,mg/L,0.19,0.3,DHEC
CW-002,7/13/2000,10:30:00 AM,mg/L,8.3,0.3,DHEC
CW-151,10/10/2000,10:40:00 AM,mg/L,0.03,0.3,DHEC
CW-176,6/6/2000,1:10:00 PM,mg/L,0.33,0.3,DHEC
CW-016F,2/17/2000,3:00:00 PM,mg/L,0.42,0.3,DHEC
CW-206,7/6/2000,9:55:00 AM,mg/L,0.21,0.3,DHEC
CW-176,8/1/2000,1:30:00 PM,mg/L,0.33,0.3,DHEC
CW-008,12/7/2000,11:00:00 AM,mg/L,0.6,0.3,DHEC
CW-057,11/30/2000,1:00:00 PM,mg/L,0.97,0.3,DHEC
CW-009,9/26/2000,1:10:00 PM,mg/L,0.17,0.3,DHEC
CW-002,12/7/2000,11:30:00 AM,mg/L,4.1,0.3,DHEC
CW-036,9/6/2000,2:20:00 PM,mg/L,4,0.3,DHEC
CW-229,7/13/2000,1:05:00 PM,mg/L,0.07,0.3,DHEC
CW-176,12/14/2000,12:15:00 PM,mg/L,0.06,0.3,DHEC
CW-029,5/30/2000,11:10:00 AM,mg/L,0.17,0.3,DHEC
CW-212,7/26/2000,10:20:00 AM,mg/L,0.39,0.3,DHEC
CW-029,9/26/2000,11:10:00 AM,mg/L,0.08,0.3,DHEC
CW-131,6/14/2000,2:25:00 PM,mg/L,0.25,0.3,DHEC
CW-176,4/6/2000,11:40:00 AM,mg/L,0.15,0.3,DHEC
CW-047,5/8/2000,1:50:00 PM,mg/L,0.14,0.3,DHEC
CW-131,8/16/2000,2:40:00 PM,mg/L,0.17,0.3,DHEC
CW-155,1/4/2000,2:40:00 PM,mg/L,0.12,0.3,DHEC
CW-008,4/26/2000,10:30:00 AM,mg/L,0.36,0.3,DHEC
CW-223,10/30/2000,12:30:00 PM,mg/L,0.1,0.3,DHEC
CW-155,11/7/2000,1:15:00 PM,mg/L,0.06,0.3,DHEC
CW-002,5/31/2000,2:55:00 PM,mg/L,7.5,0.3,DHEC
CW-206,2/24/2000,10:25:00 AM,mg/L,0.43,0.3,DHEC
CW-155,9/14/2000,1:15:00 PM,mg/L,0.08,0.3,DHEC
CW-013,5/30/2000,2:50:00 PM,mg/L,5.5,0.3,DHEC
CW-227,9/5/2000,2:05:00 PM,mg/L,0.15,0.3,DHEC
CW-207,3/9/2000,11:05:00 AM,mg/L,0.49,0.3,DHEC
CW-174,10/12/2000,10:05:00 AM,mg/L,0.63,0.3,DHEC
CW-011,9/26/2000,1:30:00 PM,mg/L,0.14,0.3,DHEC
CW-155,4/25/2000,2:15:00 PM,mg/L,0.11,0.3,DHEC
CW-206,10/25/2000,12:20:00 PM,mg/L,0.27,0.3,DHEC
CW-041,9/21/2000,1:30:00 PM,mg/L,0.5,0.3,DHEC
CW-016,3/9/2000,2:40:00 PM,mg/L,0.79,0.3,DHEC
CW-014,2/1/2000,12:45:00 PM,mg/L,0.3,0.3,DHEC
CW-005,3/2/2000,11:45:00 AM,mg/L,0.99,0.3,DHEC
CW-154,9/14/2000,12:55:00 PM,mg/L,0.35,0.3,DHEC
CW-047,7/18/2000,2:00:00 PM,mg/L,0.05,0.3,DHEC
CW-006,6/6/2000,11:15:00 AM,mg/L,0.39,0.3,DHEC
CW-014,5/25/2000,1:45:00 PM,mg/L,0.17,0.3,DHEC
CW-209,3/9/2000,10:30:00 AM,mg/L,0.46,0.3,DHEC
CW-154,10/30/2000,11:20:00 AM,mg/L,0.21,0.3,DHEC
CW-212,8/20/2000,10:15:00 AM,mg/L,0.34,0.3,DHEC
CW-096,6/6/2000,10:40:00 AM,mg/L,0.32,0.3,DHEC
CW-221,8/1/2000,12:05:00 PM,mg/L,0.44,0.3,DHEC
CW-047,10/10/2000,11:00:00 AM,mg/L,0.18,0.3,DHEC
CW-005,9/19/2000,10:20:00 AM,mg/L,0.49,0.3,DHEC
CW-002,4/26/2000,11:00:00 AM,mg/L,1.84,0.3,DHEC
CW-013,3/21/2000,1:25:00 PM,mg/L,0.91,0.3,DHEC
CW-041,5/4/2000,1:15:00 PM,mg/L,0.57,0.3,DHEC
CW-011,8/30/2000,1:35:00 PM,mg/L,0.19,0.3,DHEC
CW-047,6/14/2000,2:10:00 PM,mg/L,0.21,0.3,DHEC
CW-096,5/16/2000,10:35:00 AM,mg/L,0.33,0.3,DHEC
CW-176,3/21/2000,10:45:00 AM,mg/L,0.14,0.3,DHEC
CW-151,5/8/2000,1:05:00 PM,mg/L,0.06,0.3,DHEC
CW-019,5/17/2000,10:55:00 AM,mg/L,0.41,0.3,DHEC
CW-206,8/1/2000,8:55:00 AM,mg/L,0.24,0.3,DHEC
CW-014,7/6/2000,12:55:00 PM,mg/L,0.07,0.3,DHEC
CW-096,10/12/2000,10:50:00 AM,mg/L,0.31,0.3,DHEC
CW-185,6/14/2000,12:45:00 PM,mg/L,0.07,0.3,DHEC
CW-008,8/24/2000,9:45:00 AM,mg/L,0.66,0.3,DHEC
CW-006,10/12/2000,11:20:00 AM,mg/L,0.42,0.3,DHEC
CW-009,6/29/2000,12:50:00 PM,mg/L,0.1,0.3,DHEC
CW-002,1/5/2000,10:35:00 AM,mg/L,0.12,0.3,DHEC
CW-131,7/18/2000,2:20:00 PM,mg/L,0.14,0.3,DHEC
CW-005,11/6/2000,12:40:00 PM,mg/L,3.7,0.3,DHEC
CW-131,5/8/2000,2:05:00 PM,mg/L,0.16,0.3,DHEC
CW-057,4/27/2000,2:10:00 PM,mg/L,0.51,0.3,DHEC
CW-224,10/12/2000,10:30:00 AM,mg/L,1.3,0.3,DHEC
CW-155,8/3/2000,10:40:00 AM,mg/L,0.08,0.3,DHEC
CW-006,7/27/2000,10:55:00 AM,mg/L,0.26,0.3,DHEC
CW-016F,3/9/2000,2:25:00 PM,mg/L,0.69,0.3,DHEC
CW-155,2/10/2000,10:25:00 AM,mg/L,0.23,0.3,DHEC
CW-014,12/14/2000,11:00:00 AM,mg/L,0.16,0.3,DHEC
CW-209,9/21/2000,9:55:00 AM,mg/L,0.09,0.3,DHEC
CW-229,8/3/2000,9:35:00 AM,mg/L,0.08,0.3,DHEC
CW-016F,12/27/2000,2:50:00 PM,mg/L,0.76,0.3,DHEC
CW-176,2/1/2000,10:40:00 AM,mg/L,0.32,0.3,DHEC
CW-006,9/12/2000,11:15:00 AM,mg/L,0.34,0.3,DHEC
CW-016,5/4/2000,2:50:00 PM,mg/L,0.57,0.3,DHEC
CW-221,6/5/2000,2:15:00 PM,mg/L,0.43,0.3,DHEC
CW-088,9/5/2000,11:25:00 AM,mg/L,0.82,0.3,DHEC
CW-016,12/27/2000,2:05:00 PM,mg/L,1.08,0.3,DHEC
CW-029,8/20/2000,11:15:00 AM,mg/L,0.1,0.3,DHEC
CW-227,10/12/2000,2:50:00 PM,mg/L,0.1,0.3,DHEC
CW-017,6/14/2000,10:15:00 AM,mg/L,0.08,0.3,DHEC
CW-008,2/3/2000,10:20:00 AM,mg/L,0.31,0.3,DHEC
CW-013,9/26/2000,1:45:00 PM,mg/L,1,0.3,DHEC
CW-057,3/9/2000,2:00:00 PM,mg/L,0.73,0.3,DHEC
CW-013,8/30/2000,1:50:00 PM,mg/L,8.4,0.3,DHEC
CW-154,7/11/2000,10:35:00 AM,mg/L,0.43,0.3,DHEC
CW-041,6/1/2000,1:00:00 PM,mg/L,0.5,0.3,DHEC
CW-209,1/6/2000,10:00:00 AM,mg/L,0.44,0.3,DHEC
CW-176,11/1/2000,11:55:00 AM,mg/L,0.03,0.3,DHEC
CW-008,3/2/2000,10:30:00 AM,mg/L,0.16,0.3,DHEC
CW-016F,6/1/2000,2:30:00 PM,mg/L,0.52,0.3,DHEC
CW-019,6/20/2000,11:30:00 AM,mg/L,0.27,0.3,DHEC
CW-002,10/18/2000,10:25:00 AM,mg/L,8.7,0.3,DHEC
CW-017,10/10/2000,11:25:00 AM,mg/L,0.08,0.3,DHEC
CW-155,6/20/2000,11:05:00 AM,mg/L,0.19,0.3,DHEC
CW-041,4/27/2000,1:30:00 PM,mg/L,1.38,0.3,DHEC
CW-207,12/6/2000,11:10:00 AM,mg/L,0.42,0.3,DHEC
CW-064,7/18/2000,11:20:00 AM,mg/L,6.6,0.3,DHEC
CW-212,10/31/2000,10:25:00 AM,mg/L,0.11,0.3,DHEC
CW-006,8/1/2000,11:20:00 AM,mg/L,0.25,0.3,DHEC
CW-064,9/6/2000,1:55:00 PM,mg/L,5.2,0.3,DHEC
CW-005,1/5/2000,11:20:00 AM,mg/L,1.05,0.3,DHEC
CW-209,11/8/2000,10:00:00 AM,mg/L,0.13,0.3,DHEC
CW-208,9/21/2000,10:50:00 AM,mg/L,0.12,0.3,DHEC
CW-206,5/25/2000,9:30:00 AM,mg/L,0.38,0.3,DHEC
CW-207,10/19/2000,10:45:00 AM,mg/L,0.12,0.3,DHEC
CW-228,6/7/2000,10:00:00 AM,mg/L,0.17,0.3,DHEC
CW-088,10/12/2000,11:05:00 AM,mg/L,0.64,0.3,DHEC
CW-206,12/11/2000,9:20:00 AM,mg/L,0.2,0.3,DHEC
CW-088,8/1/2000,11:20:00 AM,mg/L,0.54,0.3,DHEC
CW-155,5/17/2000,10:35:00 AM,mg/L,0.18,0.3,DHEC
CW-209,2/3/2000,11:10:00 AM,mg/L,0.51,0.3,DHEC
CW-002,8/24/2000,10:10:00 AM,mg/L,9.4,0.3,DHEC
CW-008,7/13/2000,10:00:00 AM,mg/L,0.48,0.3,DHEC
CW-224,8/1/2000,10:45:00 AM,mg/L,0.59,0.3,DHEC
CW-228,9/21/2000,9:15:00 AM,mg/L,0.05,0.3,DHEC
CW-057,12/27/2000,2:30:00 PM,mg/L,0.8,0.3,DHEC
CW-154,6/20/2000,10:55:00 AM,mg/L,0.4,0.3,DHEC
CW-013,4/6/2000,11:10:00 AM,mg/L,8.4,0.3,DHEC
CW-225,11/13/2001,10:56:00 AM,mg/L,4.9,0.3,DHEC
CW-237,7/23/2001,10:10:00 AM,mg/L,0.07,0.3,DHEC
CW-206,1/23/2001,9:35:00 AM,mg/L,0.37,0.3,DHEC
CW-021,6/14/2001,11:10:00 AM,mg/L,0.041,0.3,DHEC
CW-041,1/4/2001,1:00:00 PM,mg/L,0.9,0.3,DHEC
CW-041,11/1/2001,1:25:00 PM,mg/L,1.2,0.3,DHEC
CW-083,5/29/2001,1:55:00 PM,mg/L,0.29,0.3,DHEC
CW-017,4/24/2001,9:50:00 AM,mg/L,0.06,0.3,DHEC
CW-233,6/18/2001,1:55:00 PM,mg/L,0.2,0.3,DHEC
RL-01007,3/29/2001,10:30:00 AM,mg/L,0.49,0.3,DHEC
CW-079,6/20/2001,9:50:00 AM,mg/L,0.03,0.3,DHEC
RL-01003,11/29/2001,12:15:00 PM,mg/L,0.15,0.3,DHEC
CW-225,2/5/2001,11:15:00 AM,mg/L,1.02,0.3,DHEC
CW-079,6/21/2001,9:50:00 AM,mg/L,0.031,0.3,DHEC
CW-166,1/9/2001,11:40:00 AM,mg/L,0.29,0.3,DHEC
CW-222,10/25/2001,10:20:00 AM,mg/L,0.26,0.3,DHEC
RL-01003,1/31/2001,1:15:00 PM,mg/L,0.67,0.3,DHEC
CW-072,3/20/2001,11:30:00 AM,mg/L,0.05,0.3,DHEC
CW-079,2/1/2001,10:05:00 AM,mg/L,0.65,0.3,DHEC
CW-041,9/19/2001,12:50:00 PM,mg/L,0.73,0.3,DHEC
RL-01033,3/29/2001,12:25:00 PM,mg/L,0.33,0.3,DHEC
CW-080,9/11/2001,9:10:00 AM,mg/L,0.13,0.3,DHEC
CW-017,10/9/2001,10:20:00 AM,mg/L,0.071,0.3,DHEC
CW-233,10/9/2001,11:40:00 AM,mg/L,0.094,0.3,DHEC
CW-206,2/15/2001,10:05:00 AM,mg/L,0.36,0.3,DHEC
CW-057,2/1/2001,2:00:00 PM,mg/L,0.64,0.3,DHEC
CW-036,2/14/2001,11:05:00 AM,mg/L,4.3,0.3,DHEC
CW-036,10/1/2001,11:35:00 AM,mg/L,5.8,0.3,DHEC
CW-017,12/13/2001,9:40:00 AM,mg/L,0.16,0.3,DHEC
CW-036,1/2/2001,11:40:00 AM,mg/L,5.5,0.3,DHEC
RL-01017,4/26/2001,10:50:00 AM,mg/L,0.44,0.3,DHEC
CW-206,10/24/2001,11:25:00 AM,mg/L,0.2,0.3,DHEC
CW-014,5/2/2001,11:30:00 AM,mg/L,0.26,0.3,DHEC
CW-041,4/5/2001,1:35:00 PM,mg/L,1.16,0.3,DHEC
CW-021,12/3/2001,12:30:00 PM,mg/L,0.031,0.3,DHEC
CW-234,4/25/2001,10:30:00 AM,mg/L,0.04,0.3,DHEC
CW-250,1/23/2001,9:00:00 AM,mg/L,0.03,0.3,DHEC
CW-080,12/6/2001,11:05:00 AM,mg/L,0.029,0.3,DHEC
CW-235,6/18/2001,11:00:00 AM,mg/L,0.035,0.3,DHEC
CW-236,8/1/2001,10:50:00 AM,mg/L,0.15,0.3,DHEC
CW-036,3/15/2001,11:40:00 AM,mg/L,4,0.3,DHEC
CW-225,8/6/2001,10:25:00 AM,mg/L,5,0.3,DHEC
CW-016,8/23/2001,1:35:00 PM,mg/L,1.2,0.3,DHEC
CW-021,10/15/2001,10:45:00 AM,mg/L,0.021,0.3,DHEC
CL-089,1/3/2001,12:10:00 PM,mg/L,0.42,0.3,DHEC
CW-237,6/21/2001,8:55:00 AM,mg/L,0.12,0.3,DHEC
CW-016,1/4/2001,1:30:00 PM,mg/L,0.65,0.3,DHEC
RL-01007,7/26/2001,10:15:00 AM,mg/L,0.23,0.3,DHEC
CW-237,1/3/2001,10:10:00 AM,mg/L,0.16,0.3,DHEC
RL-01017,1/31/2001,11:00:00 AM,mg/L,0.69,0.3,DHEC
RL-01017,12/11/2001,10:35:00 AM,mg/L,0.81,0.3,DHEC
CW-080,2/1/2001,9:45:00 AM,mg/L,0.14,0.3,DHEC
CW-225,12/12/2001,11:00:00 AM,mg/L,1.5,0.3,DHEC
CW-080,6/20/2001,9:25:00 AM,mg/L,0.05,0.3,DHEC
CW-231,6/28/2001,11:35:00 AM,mg/L,0.34,0.3,DHEC
CW-234,8/1/2001,11:30:00 AM,mg/L,0.053,0.3,DHEC
CW-231,8/9/2001,10:40:00 AM,mg/L,0.26,0.3,DHEC
CW-057,12/10/2001,1:55:00 PM,mg/L,0.97,0.3,DHEC
CW-021,1/9/2001,8:50:00 AM,mg/L,0.24,0.3,DHEC
CW-079,8/15/2001,10:20:00 AM,mg/L,0.034,0.3,DHEC
CW-233,1/3/2001,2:15:00 PM,mg/L,0.36,0.3,DHEC
CW-238,3/5/2001,11:00:00 AM,mg/L,0.04,0.3,DHEC
RL-01012,6/28/2001,9:05:00 AM,mg/L,0.55,0.3,DHEC
